article_a,article_b,hamming,title_a,title_b
146/2018/nð-cp+14,146/2018/nđ-cp+14,0,Điều 14. Mức hưởng bảo hiểm y tế đối với các trường hợp quy định tại khoản 1 và khoản 7 Điều 22 của Luật bảo hiểm y tế,Điều 14. Mức hưởng bảo hiểm y tế đối với các trường hợp quy định tại khoản 1 và khoản 7 Điều 22 của Luật bảo hiểm y tế
63/2019/nđ-+58,63/2019/nđ-cp+58,0,Điều 58. Hành vi vi phạm thủ tục kiểm soát cam kết chi,Điều 58. Hành vi vi phạm thủ tục kiểm soát cam kết chi
09/2014/ttlt-btp-tandtc-vksndtc+11,09/2014/ttlt-btp-tandtc-vksndtc-btc+11,0,Điều 11. Biểu mẫu nghiệp vụ của Văn phòng Thừa phát lại,Điều 11. Biểu mẫu nghiệp vụ của Văn phòng Thừa phát lại
09/2014/ttlt-btp-tandtc-vksndtc+17,09/2014/ttlt-btp-tandtc-vksndtc-btc+17,0,Điều 17. Chi phí thi hành án dân sự,Điều 17. Chi phí thi hành án dân sự
155/2020/nd-cp+264,155/2020/nđ-cp+264,0,Điều 264. Những thay đổi phải được Ủy ban Chứng khoán Nhà nước chấp thuận,Điều 264. Những thay đổi phải được Ủy ban Chứng khoán Nhà nước chấp thuận
84/2019/nđ-+9,84/2019/nđ-cp+9,0,Điều 9. Số lượng nhân lực tối thiểu thực hiện khảo nghiệm của tổ chức khảo nghiệm phân bón,Điều 9. Số lượng nhân lực tối thiểu thực hiện khảo nghiệm của tổ chức khảo nghiệm phân bón
155/2020/nd-cp+16,155/2020/nđ-cp+16,0,Điều 16. Hồ sơ đăng ký chào bán cổ phiếu lần đầu ra công chúng để chuyển đổi công ty trách nhiệm hữu hạn thành công ty cổ phần,Điều 16. Hồ sơ đăng ký chào bán cổ phiếu lần đầu ra công chúng để chuyển đổi công ty trách nhiệm hữu hạn thành công ty cổ phần
155/2020/nd-cp+115,155/2020/nđ-cp+115,0,"Điều 115. Hồ sơ, trình tự, thủ tục tiếp tục niêm yết, đăng ký niêm yết cổ phiếu sau chia, tách doanh nghiệp","Điều 115. Hồ sơ, trình tự, thủ tục tiếp tục niêm yết, đăng ký niêm yết cổ phiếu sau chia, tách doanh nghiệp"
63/2019/nđ-+19,63/2019/nđ-cp+19,0,"Điều 19. Hành vi vi phạm hành chính đối với các quy định về giao, sử dụng tài sản của các dự án sử dụng vốn nhà nước","Điều 19. Hành vi vi phạm hành chính đối với các quy định về giao, sử dụng tài sản của các dự án sử dụng vốn nhà nước"
155/2020/nd-cp+138,155/2020/nđ-cp+138,0,Điều 138. Hoạt động đầu tư chứng khoán của nhà đầu tư nước ngoài,Điều 138. Hoạt động đầu tư chứng khoán của nhà đầu tư nước ngoài
155/2020/nd-cp+181,155/2020/nđ-cp+181,0,"Điều 181. Hồ sơ đề nghị thay đổi tên, địa chỉ trụ sở chính, vốn điều lệ của công ty chứng khoán, công ty quản lý quỹ đầu tư chứng khoán","Điều 181. Hồ sơ đề nghị thay đổi tên, địa chỉ trụ sở chính, vốn điều lệ của công ty chứng khoán, công ty quản lý quỹ đầu tư chứng khoán"
91/2019/nd-cp+1,91/2019/nđ-cp+1,0,Điều 1. Phạm vi điều chỉnh,Điều 1. Phạm vi điều chỉnh
102/2017/nð-cp+22,102/2017/nđ-cp+22,0,Điều 22. Cấp bản sao văn bản chứng nhận đăng ký biện pháp bảo đảm,Điều 22. Cấp bản sao văn bản chứng nhận đăng ký biện pháp bảo đảm
155/2020/nd-cp+165,155/2020/nđ-cp+165,0,Điều 165. Tổ chức mở tài khoản trực tiếp tại Tổng công ty lưu ký và bù trừ chứng khoán Việt Nam,Điều 165. Tổ chức mở tài khoản trực tiếp tại Tổng công ty lưu ký và bù trừ chứng khoán Việt Nam
155/2020/nd-cp+108,155/2020/nđ-cp+108,0,Điều 108. Phân bảng niêm yết chứng khoán,Điều 108. Phân bảng niêm yết chứng khoán
155/2020/nd-cp+112,155/2020/nđ-cp+112,0,"Điều 112. Điều kiện niêm yết cổ phiếu của các công ty đại chúng hình thành sau hợp nhất, sáp nhập, chia, tách và các trường hợp cơ cấu lại khác","Điều 112. Điều kiện niêm yết cổ phiếu của các công ty đại chúng hình thành sau hợp nhất, sáp nhập, chia, tách và các trường hợp cơ cấu lại khác"
155/2020/nd-cp+142,155/2020/nđ-cp+142,0,"Điều 142. Hồ sơ, trình tự, thủ tục thông báo tỷ lệ sở hữu nước ngoài tối đa tại công ty đại chúng","Điều 142. Hồ sơ, trình tự, thủ tục thông báo tỷ lệ sở hữu nước ngoài tối đa tại công ty đại chúng"
91/2019/nd-cp+19,91/2019/nđ-cp+19,0,"Điều 19. Chuyển quyền, cho thuê, cho thuê lại, thế chấp đối với đất không thuộc trường hợp được chuyển quyền, cho thuê, thế chấp theo quy định của Luật đất đai","Điều 19. Chuyển quyền, cho thuê, cho thuê lại, thế chấp đối với đất không thuộc trường hợp được chuyển quyền, cho thuê, thế chấp theo quy định của Luật đất đai"
63/2019/nđ-+14,63/2019/nđ-cp+14,0,"Điều 14. Hành vi vi phạm hành chính đối với các quy định về không thực hiện bảo dưỡng, sửa chữa tài sản theo quy định của pháp luật","Điều 14. Hành vi vi phạm hành chính đối với các quy định về không thực hiện bảo dưỡng, sửa chữa tài sản theo quy định của pháp luật"
63/2019/nđ-+12,63/2019/nđ-cp+12,0,Điều 12. Hành vi chiếm đoạt tài sản công,Điều 12. Hành vi chiếm đoạt tài sản công
02/2019/qđ-ktnn+2,03/2018/qđ-ktnn+2,0,Điều 2. Quyết định này có hiệu lực sau 45 ngày kể từ ngày ký.,Điều 2. Quyết định này có hiệu lực sau 45 ngày kể từ ngày ký.
155/2020/nd-cp+97,155/2020/nđ-cp+97,0,Điều 97. Điều kiện trở thành thành viên giao dịch,Điều 97. Điều kiện trở thành thành viên giao dịch
63/2019/nđ-+53,63/2019/nđ-cp+53,0,"Điều 53. Thẩm quyền xử phạt của Cục trưởng Cục Dự trữ Nhà nước khu vực, Tổng cục trưởng Tổng cục Dự trữ Nhà nước","Điều 53. Thẩm quyền xử phạt của Cục trưởng Cục Dự trữ Nhà nước khu vực, Tổng cục trưởng Tổng cục Dự trữ Nhà nước"
140/2016/nđ-cp+5,45/2011/nđ-cp+5,0,Điều 5. Căn cứ tính lệ phí trước bạ,Điều 5. Căn cứ tính lệ phí trước bạ
63/2019/nđ-+15,63/2019/nđ-cp+15,0,Điều 15. Hành vi vi phạm hành chính đối với các quy định về xử lý tài sản công,Điều 15. Hành vi vi phạm hành chính đối với các quy định về xử lý tài sản công
63/2019/nđ-+18,63/2019/nđ-cp+18,0,Điều 18. Hành vi vi phạm hành chính đối với các quy định về trang cấp tài sản của các dự án sử dụng vốn nhà nước,Điều 18. Hành vi vi phạm hành chính đối với các quy định về trang cấp tài sản của các dự án sử dụng vốn nhà nước
84/2019/nđ-+28,84/2019/nđ-cp+28,0,Điều 28. Hiệu lực thi hành,Điều 28. Hiệu lực thi hành
102/2017/nð-cp+18,102/2017/nđ-cp+18,0,Điều 18. Các trường hợp đăng ký thay đổi nội dung biện pháp bảo đảm đã đăng ký,Điều 18. Các trường hợp đăng ký thay đổi nội dung biện pháp bảo đảm đã đăng ký
63/2019/nđ-+48,63/2019/nđ-cp+48,0,Điều 48. Hành vi vi phạm quy định về quản lý tiền vốn và phí trong hoạt động dự trữ quốc gia,Điều 48. Hành vi vi phạm quy định về quản lý tiền vốn và phí trong hoạt động dự trữ quốc gia
102/2017/nð-cp+50,102/2017/nđ-cp+50,0,"Điều 50. Hồ sơ đăng ký thế chấp, đăng ký thay đổi, sửa chữa sai sót, xóa đăng ký, đăng ký văn bản thông báo về việc xử lý tài sản bảo đảm bằng tài sản là động sản khác","Điều 50. Hồ sơ đăng ký thế chấp, đăng ký thay đổi, sửa chữa sai sót, xóa đăng ký, đăng ký văn bản thông báo về việc xử lý tài sản bảo đảm bằng tài sản là động sản khác"
155/2020/nd-cp+3,155/2020/nđ-cp+3,0,Điều 3. Giải thích từ ngữ,Điều 3. Giải thích từ ngữ
155/2020/nd-cp+136,155/2020/nđ-cp+136,0,Điều 136. Thay đổi đăng ký giao dịch,Điều 136. Thay đổi đăng ký giao dịch
155/2020/nd-cp+191,155/2020/nđ-cp+191,0,Điều 191. Điều kiện thành lập phòng giao dịch trong nước của công ty chứng khoán,Điều 191. Điều kiện thành lập phòng giao dịch trong nước của công ty chứng khoán
84/2019/nđ-+6,84/2019/nđ-cp+6,0,"Điều 6. Hồ sơ, trình tự cấp lại Quyết định công nhận phân bón lưu hành tại Việt Nam","Điều 6. Hồ sơ, trình tự cấp lại Quyết định công nhận phân bón lưu hành tại Việt Nam"
102/2017/nð-cp+36,102/2017/nđ-cp+36,0,Điều 36. Hồ sơ đăng ký văn bản thông báo về việc xử lý tài sản thế chấp tàu biển,Điều 36. Hồ sơ đăng ký văn bản thông báo về việc xử lý tài sản thế chấp tàu biển
102/2017/nð-cp+57,102/2017/nđ-cp+57,0,Điều 57. Trường hợp đăng ký trực tuyến biện pháp bảo đảm không có giá trị pháp lý,Điều 57. Trường hợp đăng ký trực tuyến biện pháp bảo đảm không có giá trị pháp lý
155/2020/nd-cp+31,155/2020/nđ-cp+31,0,Điều 31. Hồ sơ đăng ký chào bán chứng khoán ra công chúng của công ty sau quá trình cơ cấu lại doanh nghiệp,Điều 31. Hồ sơ đăng ký chào bán chứng khoán ra công chúng của công ty sau quá trình cơ cấu lại doanh nghiệp
146/2018/nð-cp+38,146/2018/nđ-cp+38,0,"Điều 38. Nội dung, kinh phí thực hiện ứng dụng công nghệ thông tin trong quản lý khám bệnh, chữa bệnh bảo hiểm y tế","Điều 38. Nội dung, kinh phí thực hiện ứng dụng công nghệ thông tin trong quản lý khám bệnh, chữa bệnh bảo hiểm y tế"
155/2020/nd-cp+120,155/2020/nđ-cp+120,0,Điều 120. Huỷ bỏ niêm yết bắt buộc,Điều 120. Huỷ bỏ niêm yết bắt buộc
155/2020/nd-cp+179,155/2020/nđ-cp+179,0,Điều 179. Hồ sơ đề nghị bổ sung nghiệp vụ kinh doanh chứng khoán của công ty chứng khoán,Điều 179. Hồ sơ đề nghị bổ sung nghiệp vụ kinh doanh chứng khoán của công ty chứng khoán
63/2019/nđ-+35,63/2019/nđ-cp+35,0,"Điều 35. Hành vi vi phạm quy định của pháp luật về thực hành tiết kiệm, chống lãng phí trong quản lý, sử dụng trụ sở làm việc, cơ sở hoạt động sự nghiệp của tổ chức sử dụng kinh phí ngân sách nhà nước nhưng chưa đến mức truy cứu trách nhiệm hình sự","Điều 35. Hành vi vi phạm quy định của pháp luật về thực hành tiết kiệm, chống lãng phí trong quản lý, sử dụng trụ sở làm việc, cơ sở hoạt động sự nghiệp của tổ chức sử dụng kinh phí ngân sách nhà nước nhưng chưa đến mức truy cứu trách nhiệm hình sự"
155/2020/nd-cp+19,155/2020/nđ-cp+19,0,Điều 19. Điều kiện chào bán trái phiếu ra công chúng,Điều 19. Điều kiện chào bán trái phiếu ra công chúng
155/2020/nd-cp+110,155/2020/nđ-cp+110,0,"Điều 110. Hồ sơ đăng ký niêm yết cổ phiếu, chứng chỉ quỹ","Điều 110. Hồ sơ đăng ký niêm yết cổ phiếu, chứng chỉ quỹ"
155/2020/nd-cp+208,155/2020/nđ-cp+208,0,"Điều 208. Điều kiện tạm ngừng hoạt động công ty chứng khoán, công ty quản lý quỹ đầu tư chứng khoán, chi nhánh công ty chứng khoán, công ty quản lý quỹ nước ngoài tại Việt Nam","Điều 208. Điều kiện tạm ngừng hoạt động công ty chứng khoán, công ty quản lý quỹ đầu tư chứng khoán, chi nhánh công ty chứng khoán, công ty quản lý quỹ nước ngoài tại Việt Nam"
155/2020/nd-cp+23,155/2020/nđ-cp+23,0,Điều 23. Điều kiện chào bán trái phiếu có bảo đảm ra công chúng,Điều 23. Điều kiện chào bán trái phiếu có bảo đảm ra công chúng
155/2020/nd-cp+196,155/2020/nđ-cp+196,0,"Điều 196. Hồ sơ đề nghị chấp thuận thành lập, đóng cửa chi nhánh, công ty con, văn phòng đại diện tại nước ngoài của công ty chứng khoán, công ty quản lý quỹ đầu tư chứng khoán","Điều 196. Hồ sơ đề nghị chấp thuận thành lập, đóng cửa chi nhánh, công ty con, văn phòng đại diện tại nước ngoài của công ty chứng khoán, công ty quản lý quỹ đầu tư chứng khoán"
102/2017/nð-cp+14,102/2017/nđ-cp+14,0,Điều 14. Tiếp nhận hồ sơ đăng ký biện pháp bảo đảm,Điều 14. Tiếp nhận hồ sơ đăng ký biện pháp bảo đảm
155/2020/nd-cp+307,155/2020/nđ-cp+307,0,"Điều 307. Trình tự, thủ tục áp dụng biện pháp cấm đảm nhiệm chức vụ, cấm thực hiện các hoạt động về chứng khoán và thị trường chứng khoán có thời hạn hoặc vĩnh viễn","Điều 307. Trình tự, thủ tục áp dụng biện pháp cấm đảm nhiệm chức vụ, cấm thực hiện các hoạt động về chứng khoán và thị trường chứng khoán có thời hạn hoặc vĩnh viễn"
63/2019/nđ-+49,63/2019/nđ-cp+49,0,"Điều 49. Hành vi vi phạm quy định về kinh doanh, cầm cố, thế chấp, cho thuê, khai thác tài sản thuộc dự trữ quốc gia","Điều 49. Hành vi vi phạm quy định về kinh doanh, cầm cố, thế chấp, cho thuê, khai thác tài sản thuộc dự trữ quốc gia"
91/2019/nd-cp+24,91/2019/nđ-cp+24,0,Điều 24. Cho thuê tài sản gắn liền với đất được Nhà nước cho thuê thu tiền thuê đất hàng năm mà không đủ điều kiện quy định tại Điều 38a của Nghị định số 43/2014/NĐ-CP được sửa đổi bổ sung tại khoản 24 Điều 2 của Nghị định số 01/2017/NĐ-CP,Điều 24. Cho thuê tài sản gắn liền với đất được Nhà nước cho thuê thu tiền thuê đất hàng năm mà không đủ điều kiện quy định tại Điều 38a của Nghị định số 43/2014/NĐ-CP được sửa đổi bổ sung tại khoản 24 Điều 2 của Nghị định số 01/2017/NĐ-CP
63/2019/nđ-+57,63/2019/nđ-cp+57,0,Điều 57. Hành vi vi phạm chế độ thanh toán các khoản chi ngân sách nhà nước,Điều 57. Hành vi vi phạm chế độ thanh toán các khoản chi ngân sách nhà nước
102/2017/nð-cp+15,102/2017/nđ-cp+15,0,Điều 15. Từ chối đăng ký biện pháp bảo đảm,Điều 15. Từ chối đăng ký biện pháp bảo đảm
155/2020/nd-cp+185,155/2020/nđ-cp+185,0,"Điều 185. Hồ sơ thay đổi tên, địa chỉ trụ sở chính của tổ chức kinh doanh chứng khoán nước ngoài có chi nhánh, văn phòng đại diện công ty chứng khoán, công ty quản lý quỹ nước ngoài tại Việt Nam","Điều 185. Hồ sơ thay đổi tên, địa chỉ trụ sở chính của tổ chức kinh doanh chứng khoán nước ngoài có chi nhánh, văn phòng đại diện công ty chứng khoán, công ty quản lý quỹ nước ngoài tại Việt Nam"
155/2020/nd-cp+303,155/2020/nđ-cp+303,0,"Điều 303. Tạm ngừng, đình chỉ giao dịch đối với một hoặc một số chứng khoán niêm yết, đăng ký giao dịch trên hệ thống giao dịch chứng khoán","Điều 303. Tạm ngừng, đình chỉ giao dịch đối với một hoặc một số chứng khoán niêm yết, đăng ký giao dịch trên hệ thống giao dịch chứng khoán"
155/2020/nd-cp+184,155/2020/nđ-cp+184,0,"Điều 184. Gia hạn hoạt động văn phòng đại diện công ty chứng khoán, công ty quản lý quỹ nước ngoài tại Việt Nam","Điều 184. Gia hạn hoạt động văn phòng đại diện công ty chứng khoán, công ty quản lý quỹ nước ngoài tại Việt Nam"
155/2020/nd-cp+226,155/2020/nđ-cp+226,0,"Điều 226. Điều kiện, hồ sơ thay đổi thời hạn hoạt động quỹ thành viên","Điều 226. Điều kiện, hồ sơ thay đổi thời hạn hoạt động quỹ thành viên"
155/2020/nd-cp+297,155/2020/nđ-cp+297,0,Điều 297. Báo cáo và công bố thông tin về quản trị công ty,Điều 297. Báo cáo và công bố thông tin về quản trị công ty
63/2019/nđ-+39,63/2019/nđ-cp+39,0,Điều 39. Thẩm quyền xử phạt của Thanh tra,Điều 39. Thẩm quyền xử phạt của Thanh tra
141/2017/nđ-cp+4,157/2018/nđ-cp+4,0,Điều 4. Nguyên tắc áp dụng mức lương tối thiểu vùng theo địa bàn,Điều 4. Nguyên tắc áp dụng mức lương tối thiểu vùng theo địa bàn
141/2017/nđ-cp+4,90/2019/nđ-cp+4,0,Điều 4. Nguyên tắc áp dụng mức lương tối thiểu vùng theo địa bàn,Điều 4. Nguyên tắc áp dụng mức lương tối thiểu vùng theo địa bàn
157/2018/nđ-cp+4,90/2019/nđ-cp+4,0,Điều 4. Nguyên tắc áp dụng mức lương tối thiểu vùng theo địa bàn,Điều 4. Nguyên tắc áp dụng mức lương tối thiểu vùng theo địa bàn
63/2019/nđ-+9,63/2019/nđ-cp+9,0,Điều 9. Hành vi vi phạm hành chính đối với các quy định về cho mượn tài sản công,Điều 9. Hành vi vi phạm hành chính đối với các quy định về cho mượn tài sản công
155/2020/nd-cp+77,155/2020/nđ-cp+77,0,"Điều 77. Trình tự, thủ tục chấp thuận đề nghị việc đăng ký chào bán cổ phiếu ra nước ngoài","Điều 77. Trình tự, thủ tục chấp thuận đề nghị việc đăng ký chào bán cổ phiếu ra nước ngoài"
155/2020/nd-cp+155,155/2020/nđ-cp+155,0,"Điều 155. Hồ sơ, trình tự, thủ tục chấm dứt hoạt động cung cấp dịch vụ bù trừ, thanh toán giao dịch chứng khoán tự nguyện","Điều 155. Hồ sơ, trình tự, thủ tục chấm dứt hoạt động cung cấp dịch vụ bù trừ, thanh toán giao dịch chứng khoán tự nguyện"
155/2020/nd-cp+17,155/2020/nđ-cp+17,0,Điều 17. Điều kiện công ty đại chúng chào bán thêm cổ phiếu ra công chúng với giá thấp hơn mệnh giá,Điều 17. Điều kiện công ty đại chúng chào bán thêm cổ phiếu ra công chúng với giá thấp hơn mệnh giá
155/2020/nd-cp+68,155/2020/nđ-cp+68,0,"Điều 68. Trình tự, thủ tục công ty đại chúng phát hành cổ phiếu để thực hiện quyền của chứng quyền","Điều 68. Trình tự, thủ tục công ty đại chúng phát hành cổ phiếu để thực hiện quyền của chứng quyền"
155/2020/nd-cp+150,155/2020/nđ-cp+150,0,Điều 150. Tổ chức hoạt động bù trừ và thanh toán giao dịch chứng khoán theo cơ chế đối tác bù trừ trung tâm,Điều 150. Tổ chức hoạt động bù trừ và thanh toán giao dịch chứng khoán theo cơ chế đối tác bù trừ trung tâm
63/2019/nđ-+29,63/2019/nđ-cp+29,0,Điều 29. Thẩm quyền xử phạt của Chủ tịch Ủy ban nhân dân,Điều 29. Thẩm quyền xử phạt của Chủ tịch Ủy ban nhân dân
155/2020/nd-cp+91,155/2020/nđ-cp+91,0,Điều 91. Nguyên tắc xác định giá chào mua công khai,Điều 91. Nguyên tắc xác định giá chào mua công khai
91/2019/nd-cp+3,91/2019/nđ-cp+3,0,Điều 3. Giải thích từ ngữ,Điều 3. Giải thích từ ngữ
155/2020/nd-cp+233,155/2020/nđ-cp+233,0,Điều 233. Chào bán chứng chỉ quỹ đóng ra công chúng,Điều 233. Chào bán chứng chỉ quỹ đóng ra công chúng
155/2020/nd-cp+257,155/2020/nđ-cp+257,0,"Điều 257. Điều kiện chào bán cổ phiếu lần đầu, chào bán cổ phiếu để tăng vốn của công ty đầu tư chứng khoán đại chúng","Điều 257. Điều kiện chào bán cổ phiếu lần đầu, chào bán cổ phiếu để tăng vốn của công ty đầu tư chứng khoán đại chúng"
63/2019/nđ-+43,63/2019/nđ-cp+43,0,"Điều 43. Hành vi xâm phạm, phá hoại cơ sở vật chất - kỹ thuật, kho bảo quản hàng dự trữ quốc gia, hàng dự trữ quốc gia nhưng chưa đến mức truy cứu trách nhiệm hình sự","Điều 43. Hành vi xâm phạm, phá hoại cơ sở vật chất - kỹ thuật, kho bảo quản hàng dự trữ quốc gia, hàng dự trữ quốc gia nhưng chưa đến mức truy cứu trách nhiệm hình sự"
09/2014/ttlt-btp-tandtc-vksndtc+10,09/2014/ttlt-btp-tandtc-vksndtc-btc+10,0,Điều 10. Chấm dứt việc thi hành án,Điều 10. Chấm dứt việc thi hành án
103/2017/tt-btc+2,98/2017/tt-btc+2,0,Điều 2. Đối tượng áp dụng,Điều 2. Đối tượng áp dụng
155/2020/nd-cp+135,155/2020/nđ-cp+135,0,Điều 135. Thủ tục đăng ký giao dịch trên hệ thống giao dịch Upcom,Điều 135. Thủ tục đăng ký giao dịch trên hệ thống giao dịch Upcom
63/2019/nđ-+24,63/2019/nđ-cp+24,0,Điều 24. Hành vi vi phạm trong khai thác tài sản kết cấu hạ tầng,Điều 24. Hành vi vi phạm trong khai thác tài sản kết cấu hạ tầng
13/2018/tt-bca+9,17/2016/tt-byt+9,0,Điều 9. Điều khoản tham chiếu,Điều 9. Điều Khoản tham chiếu
09/2014/ttlt-btp-tandtc-vksndtc+7,09/2014/ttlt-btp-tandtc-vksndtc-btc+7,0,Điều 7. Giá trị pháp lý của vi bằng,Điều 7. Giá trị pháp lý của vi bằng
155/2020/nd-cp+244,155/2020/nđ-cp+244,0,"Điều 244. Chia, tách quỹ mở","Điều 244. Chia, tách quỹ mở"
91/2019/nd-cp+31,91/2019/nđ-cp+31,0,"Điều 31. Không nộp hồ sơ, không cung cấp, cung cấp không đầy đủ giấy tờ để làm thủ tục cấp Giấy chứng nhận cho người mua, thuê mua nhà, công trình xây dựng, nhận chuyển quyền sử dụng đất tại dự án kinh doanh bất động sản","Điều 31. Không nộp hồ sơ, không cung cấp, cung cấp không đầy đủ giấy tờ để làm thủ tục cấp Giấy chứng nhận cho người mua, thuê mua nhà, công trình xây dựng, nhận chuyển quyền sử dụng đất tại dự án kinh doanh bất động sản"
155/2020/nd-cp+207,155/2020/nđ-cp+207,0,"Điều 207. Hồ sơ, thủ tục chấp thuận tổ chức lại công ty chứng khoán, công ty quản lý quỹ đầu tư chứng khoán","Điều 207. Hồ sơ, thủ tục chấp thuận tổ chức lại công ty chứng khoán, công ty quản lý quỹ đầu tư chứng khoán"
19/2019/nđ+26,19/2019/nđ-cp+26,0,Điều 26. Hiệu lực thi hành,Điều 26. Hiệu lực thi hành
146/2018/nð-cp+29,146/2018/nđ-cp+29,0,"Điều 29. Nộp hồ sơ, giải quyết thanh toán trực tiếp","Điều 29. Nộp hồ sơ, giải quyết thanh toán trực tiếp"
155/2020/nd-cp+211,155/2020/nđ-cp+211,0,"Điều 211. Thủ tục giải thể, thu hồi Giấy phép thành lập và hoạt động kinh doanh chứng khoán của công ty quản lý quỹ đầu tư chứng khoán, chi nhánh công ty quản lý quỹ nước ngoài tại Việt Nam","Điều 211. Thủ tục giải thể, thu hồi Giấy phép thành lập và hoạt động kinh doanh chứng khoán của công ty quản lý quỹ đầu tư chứng khoán, chi nhánh công ty quản lý quỹ nước ngoài tại Việt Nam"
155/2020/nd-cp+152,155/2020/nđ-cp+152,0,"Điều 152. Hồ sơ, trình tự, thủ tục cấp Giấy chứng nhận đủ điều kiện cung cấp dịch vụ bù trừ, thanh toán giao dịch chứng khoán","Điều 152. Hồ sơ, trình tự, thủ tục cấp Giấy chứng nhận đủ điều kiện cung cấp dịch vụ bù trừ, thanh toán giao dịch chứng khoán"
24/2020/nd-cp+26,24/2020/nđ-cp+26,0,Điều 26. Hiệu lực thi hành,Điều 26. Hiệu lực thi hành
155/2020/nd-cp+192,155/2020/nđ-cp+192,0,"Điều 192. Điều kiện thành lập văn phòng đại diện trong nước của công ty chứng khoán, công ty quản lý quỹ đầu tư chứng khoán","Điều 192. Điều kiện thành lập văn phòng đại diện trong nước của công ty chứng khoán, công ty quản lý quỹ đầu tư chứng khoán"
09/2014/ttlt-btp-tandtc-vksndtc+6,09/2014/ttlt-btp-tandtc-vksndtc-btc+6,0,Điều 6. Thủ tục tống đạt,Điều 6. Thủ tục tống đạt
19/2019/nđ+16,19/2019/nđ-cp+16,0,Điều 16. Nghĩa vụ của thành viên,Điều 16. Nghĩa vụ của thành viên
84/2019/nđ-+12,84/2019/nđ-cp+12,0,Điều 12. Quy định chi tiết điều kiện sản xuất phân bón,Điều 12. Quy định chi tiết điều kiện sản xuất phân bón
155/2020/nd-cp+276,155/2020/nđ-cp+276,0,Điều 276. Thành phần Hội đồng quản trị,Điều 276. Thành phần Hội đồng quản trị
05/2017/tt-byt+6,17/2020/tt-byt+6,0,Điều 6. Điều khoản tham chiếu,Điều 6. Điều khoản tham chiếu
05/2017/tt-byt+6,25/2014/ttlt-byt-btc+6,0,Điều 6. Điều khoản tham chiếu,Điều 6. Điều khoản tham chiếu
17/2020/tt-byt+6,25/2014/ttlt-byt-btc+6,0,Điều 6. Điều khoản tham chiếu,Điều 6. Điều khoản tham chiếu
155/2020/nd-cp+232,155/2020/nđ-cp+232,0,"Điều 232. Trình tự, thủ tục giải thể quỹ thành viên","Điều 232. Trình tự, thủ tục giải thể quỹ thành viên"
160/2016/tt-btc+4,163/2016/tt-btc+4,0,Điều 4. Mức thu phí,Điều 4. Mức thu phí
19/2019/nđ+17,19/2019/nđ-cp+17,0,Điều 17. Quyền của chủ họ,Điều 17. Quyền của chủ họ
06/2014/tt-ttcp+2,64/2014/nđ-cp+2,0,Điều 2. Đối tượng áp dụng,Điều 2. Đối tượng áp dụng
155/2020/nd-cp+86,155/2020/nđ-cp+86,0,"Điều 86. Trình tự, thủ tục đăng ký chào mua công khai","Điều 86. Trình tự, thủ tục đăng ký chào mua công khai"
155/2020/nd-cp+243,155/2020/nđ-cp+243,0,"Điều 243. Hợp nhất, sáp nhập quỹ mở","Điều 243. Hợp nhất, sáp nhập quỹ mở"
155/2020/nd-cp+63,155/2020/nđ-cp+63,0,Điều 63. Tài liệu báo cáo phát hành cổ phiếu để tăng vốn cổ phần từ nguồn vốn chủ sở hữu của công ty đại chúng,Điều 63. Tài liệu báo cáo phát hành cổ phiếu để tăng vốn cổ phần từ nguồn vốn chủ sở hữu của công ty đại chúng
155/2020/nd-cp+13,155/2020/nđ-cp+13,0,"Điều 13, Điều 14 Nghị định số 151/2018/NĐ-CP ngày 07 tháng 11 năm 2018 của Chính phủ sửa đổi, bổ sung một số quy định về điều kiện đầu tư, kinh doanh thuộc phạm vi quản lý nhà nước của Bộ Tài chính.","Điều 13, Điều 14 Nghị định số 151/2018/NĐ-CP ngày 07 tháng 11 năm 2018 của Chính phủ sửa đổi, bổ sung một số quy định về điều kiện đầu tư, kinh doanh thuộc phạm vi quản lý nhà nước của Bộ Tài chính."
155/2020/nd-cp+43,155/2020/nđ-cp+43,0,Điều 43. Hồ sơ đăng ký chào bán cổ phiếu riêng lẻ của công ty đại chúng,Điều 43. Hồ sơ đăng ký chào bán cổ phiếu riêng lẻ của công ty đại chúng
157/2018/nđ-cp+5,90/2019/nđ-cp+5,0,Điều 5. Áp dụng mức lương tối thiểu vùng,Điều 5. Áp dụng mức lương tối thiểu vùng
63/2019/nđ-+10,63/2019/nđ-cp+10,0,"Điều 10. Hành vi vi phạm hành chính đối với các quy định về trao đổi, tặng cho tài sản công không đúng quy định","Điều 10. Hành vi vi phạm hành chính đối với các quy định về trao đổi, tặng cho tài sản công không đúng quy định"
102/2017/nð-cp+11,102/2017/nđ-cp+11,0,"Điều 11. Phí đăng ký, cung cấp thông tin về biện pháp bảo đảm, cấp mã số sử dụng cơ sở dữ liệu về biện pháp bảo đảm","Điều 11. Phí đăng ký, cung cấp thông tin về biện pháp bảo đảm, cấp mã số sử dụng cơ sở dữ liệu về biện pháp bảo đảm"
63/2019/nđ-+66,63/2019/nđ-cp+66,0,Điều 66. Điều khoản chuyển tiếp,Điều 66. Điều khoản chuyển tiếp
